vggish_point,label
734-533,humpback-mooring
734-534,humpback
734-535,humpback
734-536,humpback
734-537,humpback
734-538,humpback
734-539,humpback
736-0,calibration
736-360,humpback
736-361,humpback
736-362,flow noise
736-363,flow noise-humpback
736-364,humpback
736-365,humpback
736-369,flow noise
736-370,flow noise-humpback
736-371,flow noise-humpback
736-372,flow noise-humpback
736-373,flow noise-humpback
736-374,flow noise-humpback
736-375,flow noise-humpback
736-376,flow noise-humpback
736-377,flow noise-humpback
736-378,humpback
736-379,humpback
736-380,humpback
736-381,humpback
736-382,flow noise-humpback
736-383,flow noise-humpback
736-384,flow noise-humpback
736-385,humpback
736-387,humpback
736-388,humpback
736-720,flow noise-humpback
736-721,flow noise-humpback
736-722,flow noise-humpback
736-723,flow noise-humpback
736-724,flow noise-humpback
736-725,humpback
736-726,humpback
736-728,flow noise
736-729,flow noise
736-730,flow noise-humpback
736-731,flow noise-humpback
736-732,flow noise-humpback
736-733,flow noise-humpback
736-734,flow noise
736-735,flow noise
736-738,airplane
736-739,airplane
736-740,airplane
736-741,airplane
736-742,airplane
736-744,flow noise
736-745,flow noise
736-746,flow noise
736-747,flow noise
736-748,flow noise-humpback
736-749,flow noise-humpback
74-0,calibration
74-150,humpback
74-157,humpback
74-158,humpback
74-159,humpback
74-160,humpback
74-163,mooring
74-164,humpback-mooring
74-165,humpback-mooring
74-166,humpback-mooring
74-168,humpback
74-169,humpback
74-170,humpback
74-171,humpback
74-172,humpback
74-173,humpback
74-174,humpback
74-175,humpback
74-176,humpback
74-178,humpback
74-179,humpback
748-0,calibration
748-10,flow noise
748-2,flow noise
748-3,flow noise
748-4,flow noise
748-5,flow noise
748-6,flow noise-mooring
748-7,flow noise-mooring
748-8,flow noise
748-9,flow noise
76-0,calibration
76-664,fish
76-665,fish
76-666,fish
76-668,fish
76-669,fish
76-687,mooring
76-688,mooring
764-0,calibration
764-451,humpback
764-452,humpback
764-461,humpback
764-462,humpback
764-471,humpback
764-472,humpback
767-0,calibration
767-157,fish
767-158,fish
767-159,fish
767-160,fish
767-162,mooring
767-163,mooring
767-405,fish
767-406,fish
767-407,fish
767-408,fish
767-409,fish
767-410,fish
767-411,fish
767-416,mooring
767-417,mooring
767-418,mooring
767-419,mooring
767-610,mooring
767-611,mooring
767-613,mooring
767-614,mooring
767-620,mooring
767-621,mooring
767-626,mooring
767-627,mooring
767-858,mooring
767-859,mooring
767-860,mooring
767-861,mooring
767-868,mooring
77-0,calibration
77-759,airplane
77-760,airplane
77-761,airplane
77-762,airplane
77-763,airplane
774-0,calibration
774-240,humpback
774-241,humpback
774-242,humpback
774-243,humpback
774-244,humpback
774-245,humpback
774-246,humpback
774-247,humpback
774-248,humpback
774-249,humpback
774-250,humpback
774-251,humpback
774-252,humpback
774-253,humpback
774-254,humpback
774-255,humpback
774-256,humpback
774-257,humpback
774-258,humpback
774-259,humpback
774-260,humpback
774-261,humpback
774-262,humpback
774-263,humpback
774-264,humpback
774-265,humpback
774-266,humpback
774-267,humpback
774-268,humpback
775-0,calibration
775-877,flow noise
775-878,flow noise
775-879,flow noise
775-880,flow noise
775-881,flow noise
775-882,flow noise
775-883,flow noise
775-884,flow noise
775-894,flow noise
775-895,flow noise
775-896,flow noise
775-897,flow noise
775-898,flow noise
775-899,flow noise
778-0,calibration
778-64,mooring
778-65,mooring
778-71,humpback
778-85,humpback
778-86,humpback
78-0,calibration
78-451,humpback
78-452,humpback
78-453,airplane
78-454,airplane
78-455,airplane
78-456,airplane
78-458,humpback
78-459,humpback
78-460,humpback
78-461,humpback
78-462,humpback
78-463,humpback
78-464,humpback
78-465,humpback
78-466,humpback
78-467,humpback
78-468,humpback
78-470,humpback
78-471,humpback
78-472,humpback
78-473,humpback
78-474,humpback
78-475,humpback
78-476,humpback
78-477,humpback
78-478,humpback
78-479,humpback
78-61,humpback
78-62,airplane-humpback
78-63,airplane
78-64,airplane
78-65,airplane
78-66,airplane-humpback
78-67,humpback
78-68,humpback
78-69,humpback
78-70,humpback
78-71,humpback
78-73,humpback
78-74,humpback
78-75,humpback
78-76,humpback
78-77,humpback
78-78,humpback
78-79,humpback
78-80,humpback
78-81,humpback
78-82,humpback
78-83,humpback
78-84,humpback
78-85,humpback
78-86,humpback
78-87,humpback
78-89,humpback
785-0,calibration
785-371,mooring
785-372,mooring
785-376,helicopter
785-377,helicopter
785-378,helicopter
785-379,helicopter
785-380,helicopter-mooring
785-381,mooring
785-383,mooring
785-384,mooring
785-388,mooring
785-389,mooring
785-453,helicopter
785-454,helicopter
785-455,helicopter
785-456,helicopter
785-457,helicopter
785-459,mooring
785-460,mooring
785-471,mooring
785-472,mooring
785-494,helicopter
785-495,helicopter
785-496,helicopter
785-497,helicopter
785-498,helicopter
785-499,helicopter
786-0,calibration
786-240,humpback
786-253,humpback
786-255,humpback
786-256,humpback
786-264,humpback
786-265,humpback
786-267,humpback
786-268,humpback
789-0,calibration
789-214,fish
789-215,fish
789-216,fish
789-217,fish
789-218,fish
789-219,fish
789-220,fish
789-227,fish
789-228,fish
789-229,fish
789-231,fish
789-232,fish
789-236,fish
789-237,fish
789-238,fish
789-297,fish
789-298,fish
789-299,fish
789-33,fish
789-34,fish
789-35,fish
791-0,calibration
791-408,humpback
791-409,humpback
791-418,humpback
795-0,calibration
795-182,fish
795-183,fish
795-184,fish
795-185,fish
795-186,fish
795-187,fish
795-188,fish
795-189,fish
795-192,fish
795-193,fish
795-195,fish
795-196,fish
795-197,fish
795-198,fish
795-199,fish
795-200,fish
795-201,fish
795-202,fish
795-203,fish
795-484,mooring
795-485,mooring
795-497,fish
795-498,fish
795-499,fish
795-500,fish
795-501,fish
795-502,fish
795-503,fish
795-504,fish
795-505,fish
795-506,fish
795-507,mooring
804-0,calibration
804-721,fish
804-722,fish-flow noise
804-723,fish-flow noise
804-724,flow noise
804-725,flow noise
804-728,flow noise
804-729,flow noise
804-730,flow noise
804-731,fish-flow noise
804-732,fish
804-733,fish
804-744,flow noise
804-745,flow noise
804-746,flow noise
804-747,flow noise
805-0,calibration
805-780,flow noise
805-781,flow noise
805-782,flow noise
805-787,humpback
805-788,flow noise-humpback
805-789,flow noise
805-791,humpback
805-792,humpback
805-806,humpback
805-807,humpback
810-0,calibration
810-306,fish
810-307,fish
810-308,fish
810-309,fish
810-310,fish
810-311,fish
810-312,fish
810-313,fish
810-314,fish
810-315,fish
810-323,humpback
810-324,humpback
810-325,humpback
811-0,calibration
811-611,flow noise
811-612,flow noise
811-613,flow noise
811-614,flow noise
811-626,mooring
811-627,mooring
813-0,calibration
813-750,humpback
813-751,humpback
813-752,flow noise-humpback
813-753,flow noise-humpback
813-754,flow noise-humpback
813-755,humpback
813-756,humpback
813-757,flow noise-humpback
813-758,flow noise-humpback
813-759,flow noise
813-760,flow noise-humpback
813-761,flow noise-humpback
813-762,flow noise-humpback
813-763,flow noise-humpback
813-764,flow noise-humpback
813-765,flow noise-humpback
813-766,flow noise-humpback
813-767,flow noise-humpback
813-768,humpback
813-769,humpback
813-770,humpback
813-772,humpback
813-773,humpback
813-775,humpback
813-776,humpback
816-0,calibration
816-100,flow noise
816-101,flow noise
816-102,flow noise
816-103,flow noise
816-104,flow noise
816-105,flow noise
816-106,flow noise
816-107,flow noise
816-108,flow noise-mooring
816-109,mooring
816-110,mooring
816-425,flow noise
816-426,flow noise
816-427,flow noise
816-431,flow noise
816-432,flow noise
816-433,flow noise
816-434,flow noise
816-437,flow noise
816-438,flow noise
816-439,flow noise
816-440,flow noise
816-441,flow noise
816-442,mooring
816-443,mooring
816-444,mooring
816-98,flow noise
816-99,flow noise
821-0,calibration
821-774,helicopter
821-775,helicopter
821-776,helicopter
821-777,helicopter
821-778,helicopter
828-0,calibration
828-182,flow noise-mooring
828-183,flow noise-mooring
828-184,flow noise
828-185,flow noise
828-190,flow noise-mooring
828-191,flow noise-mooring
828-192,flow noise
828-193,flow noise
828-194,flow noise
828-195,flow noise
828-196,flow noise
828-197,flow noise
828-198,flow noise
828-199,flow noise
828-200,flow noise
828-201,flow noise
828-202,flow noise
828-203,flow noise
828-204,flow noise
828-205,flow noise
828-206,flow noise
828-207,flow noise
828-208,flow noise
828-209,flow noise
828-213,flow noise
828-214,flow noise
828-215,flow noise
828-216,flow noise
828-217,flow noise
828-218,flow noise
828-235,mooring
828-236,mooring
831-0,calibration
831-720,humpback
831-721,humpback
831-730,humpback
831-731,humpback
831-740,humpback
831-741,humpback
832-0,calibration
832-300,humpback
832-301,humpback
832-544,mooring
832-545,mooring
832-546,mooring
832-568,mooring
832-569,mooring
841-0,calibration
841-307,mooring
841-308,mooring
841-310,mooring
841-311,mooring
841-320,mooring
841-321,mooring
841-330,mooring
841-331,mooring
841-336,mooring
841-337,mooring
841-338,mooring
841-349,mooring
841-350,mooring
841-351,mooring
841-352,mooring
841-356,mooring
841-357,mooring
841-780,mooring
841-781,mooring
841-782,mooring
841-783,mooring
841-784,mooring
841-785,mooring
841-790,mooring
841-791,mooring
841-792,mooring
841-818,mooring
841-819,mooring
842-0,calibration
842-74,fish
842-75,fish
842-76,fish
842-77,fish
842-78,fish
842-79,fish
842-80,fish
842-81,fish
842-82,fish
842-83,fish
842-84,fish
842-85,fish
842-86,fish
842-87,fish
842-88,fish
842-89,fish
845-0,calibration
845-300,mooring
845-303,flow noise
845-304,flow noise
845-305,flow noise-mooring
845-306,flow noise-mooring
845-307,flow noise
845-308,flow noise
845-309,flow noise
845-310,flow noise
845-311,flow noise
845-312,flow noise
845-313,flow noise
845-314,flow noise
845-315,flow noise
845-316,flow noise
845-317,flow noise
845-318,flow noise
845-319,flow noise
845-320,flow noise
845-321,flow noise
845-322,flow noise
845-323,flow noise
845-324,flow noise
845-325,flow noise
845-326,flow noise
845-327,flow noise
845-328,flow noise
845-329,flow noise
845-600,flow noise
845-601,flow noise
845-602,flow noise
845-603,flow noise
845-604,flow noise
845-605,flow noise
845-606,flow noise
845-607,flow noise
845-608,flow noise
845-609,flow noise
845-610,flow noise
845-611,flow noise
845-612,flow noise
845-613,flow noise
845-614,flow noise
845-615,flow noise
845-616,flow noise
845-617,flow noise
845-618,flow noise
845-619,flow noise
845-622,flow noise
845-623,flow noise
845-624,flow noise
845-625,flow noise
845-626,flow noise
845-627,flow noise
845-628,flow noise
845-629,flow noise
849-0,calibration
849-772,mooring
849-773,mooring
849-774,mooring
85-0,calibration
85-511,flow noise
85-512,flow noise
85-513,flow noise
85-514,flow noise
85-515,flow noise
85-516,flow noise
85-517,flow noise
85-518,flow noise
85-519,flow noise
85-520,flow noise
85-521,flow noise
85-522,flow noise
85-523,flow noise
85-524,flow noise
85-525,flow noise
85-526,flow noise
85-527,flow noise
85-532,flow noise
85-533,flow noise
85-534,flow noise
85-535,flow noise
856-0,calibration
856-487,mooring
856-488,mooring
856-491,mooring
856-492,mooring
856-494,mooring
856-495,mooring
856-498,flow noise
856-499,flow noise
856-500,flow noise
856-501,flow noise
856-502,flow noise
856-503,mooring
856-504,mooring
859-0,calibration
859-10,mooring
859-14,mooring
859-15,mooring
859-19,mooring
859-20,mooring
859-9,mooring
860-0,calibration
860-100,humpback-mooring
860-101,mooring
860-102,mooring
860-103,mooring
860-106,mooring
860-107,mooring
860-94,mooring
860-95,mooring
860-96,mooring
860-99,humpback
862-0,calibration
862-35,flow noise
862-36,flow noise
862-37,flow noise
864-0,calibration
864-22,humpback
864-23,humpback
864-8,humpback
864-9,humpback
866-0,calibration
866-630,mooring
866-631,mooring
866-638,mooring
866-639,mooring
866-640,mooring
866-641,mooring
866-646,mooring
866-647,mooring
871-0,calibration
871-330,humpback
871-331,humpback
871-333,flow noise
871-334,flow noise
871-342,humpback
871-343,humpback
871-344,humpback
871-350,flow noise
871-351,flow noise
871-352,flow noise
871-353,flow noise
871-354,flow noise
871-358,humpback
871-359,humpback
875-0,calibration
875-896,mooring
875-897,mooring
883-0,calibration
883-31,humpback
883-32,humpback
883-40,flow noise
883-41,flow noise
883-42,flow noise
883-43,flow noise
883-45,humpback
883-46,humpback
883-47,flow noise
883-48,flow noise
883-49,flow noise
883-722,flow noise-humpback
883-723,flow noise-humpback
883-724,flow noise
883-725,flow noise
883-726,flow noise
883-727,flow noise
883-728,flow noise
883-729,flow noise
883-730,flow noise
883-731,humpback
883-732,humpback
883-733,humpback
883-734,humpback
883-735,humpback
883-736,humpback
883-739,flow noise
883-740,flow noise
883-741,flow noise
883-743,humpback
883-744,humpback
883-745,humpback
883-746,flow noise-humpback
883-747,flow noise-humpback
883-748,flow noise-humpback
886-0,calibration
886-571,flow noise
886-572,flow noise
886-573,flow noise
886-574,flow noise
886-575,flow noise
886-576,flow noise
886-577,flow noise
886-578,mooring
886-579,mooring
886-580,flow noise
886-581,flow noise
886-582,flow noise
886-583,flow noise
886-584,flow noise
886-585,flow noise
886-587,flow noise-mooring
886-588,flow noise-mooring
886-589,flow noise
886-590,flow noise
886-591,flow noise
886-592,flow noise
886-593,flow noise-mooring
886-594,flow noise-mooring
886-595,flow noise
886-596,flow noise
886-597,flow noise-mooring
886-598,flow noise-mooring
886-599,flow noise
891-0,calibration
891-790,flow noise
891-791,flow noise
891-792,flow noise
891-793,flow noise
891-795,flow noise
891-796,flow noise
891-798,flow noise
891-799,flow noise
891-800,flow noise
891-801,flow noise
891-802,flow noise
891-803,flow noise
893-0,calibration
893-458,helicopter
893-459,helicopter
893-460,helicopter
893-461,helicopter
893-462,helicopter
893-463,helicopter
893-464,helicopter
893-465,helicopter
894-0,calibration
894-366,mooring
894-367,mooring
894-373,mooring
894-374,mooring
894-375,flow noise
894-376,flow noise
894-377,flow noise
894-378,flow noise
894-379,flow noise
894-380,flow noise
894-381,flow noise
894-382,flow noise
897-0,calibration
897-542,mooring
897-543,mooring
897-546,mooring
897-547,mooring
897-550,mooring
897-551,mooring
897-564,mooring
897-565,mooring
923-0,calibration
923-152,humpback
923-153,humpback
923-154,humpback
923-155,humpback
923-157,humpback
923-158,humpback
923-159,humpback
923-160,humpback
923-165,flow noise
923-166,flow noise
923-167,humpback
923-168,humpback
923-169,flow noise-humpback
923-170,flow noise-humpback
923-171,flow noise
923-172,flow noise
923-173,flow noise
923-174,flow noise
923-175,flow noise
923-176,flow noise
923-177,flow noise
923-178,flow noise
923-179,flow noise
924-0,calibration
924-60,humpback
924-61,humpback
924-62,humpback
924-64,humpback
924-65,humpback
924-66,humpback
924-67,humpback
924-68,humpback
924-71,humpback
924-72,humpback
924-73,humpback
924-74,humpback
924-75,humpback
924-76,humpback
924-77,humpback
924-78,humpback
924-79,humpback
924-80,humpback
924-82,humpback
924-83,humpback
924-84,humpback
924-85,humpback
924-86,humpback
925-0,calibration
925-785,airplane
925-786,airplane
925-787,airplane
925-788,airplane
925-789,airplane
926-0,calibration
926-100,flow noise
926-107,flow noise
926-108,flow noise
926-109,flow noise
926-110,flow noise
926-112,flow noise
926-113,flow noise
926-114,flow noise
926-115,flow noise
926-116,flow noise
926-510,flow noise
926-511,flow noise
926-512,flow noise
926-513,flow noise
926-514,flow noise
926-515,flow noise-humpback
926-516,flow noise-humpback
926-517,flow noise
926-518,flow noise
926-519,flow noise-humpback
926-520,flow noise-humpback
926-521,flow noise
926-522,flow noise-humpback
926-523,flow noise-humpback
926-524,flow noise
926-525,flow noise
926-526,flow noise
926-527,flow noise
926-528,flow noise
926-529,flow noise
926-530,flow noise
926-531,flow noise
926-532,flow noise
926-533,flow noise
926-534,flow noise
926-535,flow noise
926-536,flow noise
926-537,flow noise
926-538,flow noise
926-60,flow noise
926-61,flow noise
926-62,flow noise
926-63,flow noise
926-64,flow noise
926-65,flow noise-humpback
926-66,flow noise-humpback
926-67,flow noise-humpback
926-68,flow noise
926-69,flow noise
926-70,flow noise
926-71,flow noise
926-72,flow noise
926-73,flow noise
926-74,flow noise
926-75,flow noise
926-750,flow noise
926-751,flow noise
926-752,flow noise-humpback
926-753,flow noise-humpback
926-754,flow noise-humpback
926-755,flow noise
926-756,flow noise-humpback
926-757,flow noise-humpback
926-758,flow noise
926-759,flow noise
926-760,flow noise
926-761,flow noise
926-762,flow noise
926-763,flow noise
926-764,flow noise
926-765,flow noise
926-766,flow noise
926-767,flow noise
926-768,flow noise
926-769,flow noise-humpback
926-770,flow noise-humpback
926-771,flow noise
926-772,flow noise
926-773,flow noise
926-774,flow noise
926-775,flow noise
926-776,flow noise
926-777,flow noise
926-778,flow noise
926-779,flow noise
926-78,humpback
926-79,humpback
926-86,flow noise
926-87,flow noise
926-88,flow noise
926-89,flow noise
926-90,flow noise
926-91,flow noise
926-92,flow noise
926-93,flow noise
926-94,flow noise
926-95,flow noise
926-96,flow noise
926-97,flow noise
926-98,flow noise
926-99,flow noise
93-0,calibration
93-365,flow noise
93-366,flow noise
93-367,flow noise
93-381,mooring
932-0,calibration
932-780,fish-humpback
932-781,fish-humpback
932-782,fish-humpback
932-783,fish
932-784,fish-humpback
932-785,fish-humpback
932-786,fish-humpback
932-787,fish-humpback
932-788,fish-humpback
932-790,humpback
932-791,humpback
932-792,humpback
932-793,humpback
932-794,humpback
932-795,humpback
932-796,humpback
932-798,humpback
932-799,humpback
932-800,humpback
932-802,humpback
932-803,humpback
932-804,fish-humpback
932-805,fish-humpback
935-0,calibration
935-139,fish
935-140,fish
935-141,fish
935-142,fish
935-143,fish
935-144,fish-humpback
935-145,humpback
943-0,calibration
943-390,flow noise
943-391,flow noise
943-392,flow noise
943-394,humpback
943-395,humpback
943-397,humpback
943-398,humpback
943-399,flow noise
943-400,flow noise
943-403,flow noise
943-404,flow noise
943-405,flow noise
947-0,calibration
947-630,humpback
947-631,humpback
947-632,humpback
947-633,humpback
947-634,humpback
947-635,humpback
947-637,humpback
947-638,humpback
947-639,humpback
947-640,humpback
947-641,humpback
947-642,humpback
947-643,humpback
947-644,humpback
947-645,humpback
947-647,humpback
947-648,humpback
947-649,humpback
947-651,humpback
947-652,humpback
947-653,humpback
947-654,humpback
947-655,humpback
947-656,humpback
947-657,humpback
947-658,humpback
951-0,calibration
951-210,flow noise-humpback
951-211,flow noise-humpback
951-212,flow noise-humpback
951-213,flow noise-humpback
951-214,flow noise
951-215,flow noise-humpback
951-216,flow noise-humpback
951-217,flow noise-humpback
951-218,flow noise-humpback
951-219,flow noise
951-220,flow noise-humpback
951-221,flow noise-humpback
951-222,flow noise-humpback
951-223,flow noise-humpback
951-224,flow noise-humpback
951-225,flow noise
951-226,flow noise-humpback
951-227,flow noise-humpback
951-228,flow noise
951-229,flow noise-humpback
951-230,flow noise-humpback
951-233,humpback
951-234,humpback
951-235,flow noise-humpback
951-236,flow noise
957-0,calibration
957-811,flow noise-humpback
957-812,flow noise-humpback-mooring
957-813,flow noise-humpback-mooring
957-814,flow noise-humpback-mooring
957-815,flow noise-humpback
957-820,humpback
957-821,humpback
957-822,humpback
957-823,humpback
957-824,humpback
957-825,humpback
957-832,humpback
957-833,flow noise
957-834,flow noise
957-835,flow noise
957-836,flow noise
957-837,flow noise-humpback
957-838,humpback
957-839,humpback
965-0,calibration
965-240,humpback
965-241,humpback
965-242,humpback
965-243,humpback
965-247,humpback
965-248,humpback
965-250,humpback
965-251,humpback
965-252,humpback
965-253,humpback
965-254,humpback
965-255,humpback
965-256,humpback
965-257,humpback
965-258,humpback
965-262,humpback
965-263,humpback
965-265,humpback
965-266,humpback
965-267,humpback
965-268,humpback
965-269,humpback
968-0,calibration
968-840,humpback
968-841,humpback
968-842,humpback
968-843,humpback
968-844,humpback
968-846,humpback
968-847,humpback
968-848,humpback
968-849,humpback
968-850,humpback
968-852,humpback
968-853,humpback
968-854,humpback
968-855,humpback
968-856,humpback
968-858,humpback
968-859,humpback
968-861,airplane
968-862,airplane
968-863,airplane
968-864,airplane-humpback
968-865,airplane-humpback
968-866,airplane-humpback
968-867,airplane-humpback
968-868,airplane
968-869,airplane
97-0,calibration
97-250,fish
97-251,fish
97-252,fish
97-261,flow noise
97-262,flow noise
97-263,fish-flow noise
97-264,fish-flow noise
97-265,fish-flow noise
97-266,flow noise
97-267,flow noise
975-0,calibration
975-570,humpback-mooring
975-571,humpback-mooring
975-572,humpback-mooring
975-573,humpback
975-574,humpback
975-575,humpback
975-576,humpback
975-578,humpback
975-579,humpback
975-580,humpback
975-581,humpback
975-582,humpback
975-583,humpback-mooring
975-584,humpback-mooring
975-585,humpback-mooring
975-586,humpback
975-587,humpback
975-588,humpback
975-589,humpback
975-590,humpback
975-591,humpback
975-592,humpback
975-594,humpback
975-595,humpback
975-596,humpback
975-597,humpback
975-598,humpback
975-599,humpback
980-0,calibration
980-240,flow noise
980-241,flow noise
980-242,flow noise
980-243,flow noise
980-244,flow noise
980-245,flow noise
980-246,flow noise
980-247,flow noise
980-248,flow noise
980-249,flow noise
980-250,flow noise
980-251,flow noise
980-252,flow noise
980-253,flow noise
980-254,flow noise
980-255,flow noise
980-256,flow noise
980-257,flow noise
980-258,flow noise
980-259,flow noise
980-260,flow noise
980-261,flow noise
980-262,flow noise
980-263,flow noise
980-264,flow noise
980-660,flow noise
980-661,flow noise
980-662,flow noise
980-663,flow noise
980-664,flow noise
980-665,flow noise
980-666,flow noise
980-667,flow noise
980-668,flow noise
980-669,flow noise
980-670,flow noise
980-671,flow noise
980-672,flow noise
980-673,flow noise
980-674,flow noise
980-675,flow noise
980-676,flow noise
980-680,flow noise
980-681,flow noise
980-682,flow noise
980-683,flow noise
980-684,flow noise
980-685,flow noise
980-686,flow noise
980-687,flow noise
980-688,flow noise
980-689,flow noise
980-870,flow noise
980-871,flow noise
980-872,flow noise
980-873,flow noise
980-874,flow noise
980-875,flow noise
980-876,flow noise
980-877,flow noise
980-878,flow noise
980-879,flow noise
980-880,flow noise
980-881,flow noise
980-882,flow noise
980-883,flow noise
980-884,flow noise
980-885,flow noise
980-886,flow noise
980-887,flow noise
980-889,flow noise
980-890,flow noise
980-891,flow noise
980-892,flow noise
980-893,flow noise
980-894,flow noise
980-895,flow noise
980-896,flow noise
980-897,flow noise
980-898,flow noise
980-899,flow noise
982-0,calibration
982-330,flow noise
982-331,flow noise
982-332,flow noise
982-333,flow noise
982-334,flow noise-humpback
982-335,flow noise-humpback
982-336,flow noise
982-337,flow noise
982-338,flow noise
982-346,flow noise
982-347,flow noise
982-348,flow noise
982-349,flow noise
982-350,flow noise
982-351,flow noise
982-352,flow noise
982-353,flow noise
982-354,flow noise
982-355,flow noise
982-356,flow noise
982-357,flow noise
982-358,flow noise
982-359,flow noise
982-690,flow noise
982-691,flow noise
982-706,flow noise
982-707,flow noise
982-712,flow noise
982-713,flow noise
982-714,flow noise-humpback
982-715,flow noise-humpback
982-716,flow noise-humpback
982-717,flow noise
982-718,flow noise
982-719,flow noise
986-0,calibration
986-301,humpback
986-302,humpback
986-303,humpback
986-304,humpback
986-305,humpback
986-306,humpback
986-307,humpback-mooring
986-308,humpback-mooring
986-309,mooring
986-310,humpback-mooring
986-311,humpback-mooring
986-313,humpback
986-314,humpback
986-316,humpback
986-318,humpback
986-320,humpback
986-322,humpback
986-324,humpback
986-325,humpback
986-327,humpback
986-328,humpback
993-0,calibration
993-273,humpback
993-274,humpback
993-287,humpback
993-298,humpback
993-299,humpback
